Trash Pollution,Oil Concentration,Bacteria Level,Algae Concentration,Humidity,Wind Direction,Air Temperature
High,1.71,376,1.59,69,200,23
Low,1.99,63,0.71,19,71,24
Medium,2.16,242,7.69,87,269,33
High,,258,9.2,29,14,7
Medium,3.72,192,6.04,51,194,20
Medium,1.74,135,13.03,45,182,-7
Medium,2.77,273,13.46,,249,34
High,2.83,157,8.79,64,227,24
High,1.43,15,12.92,65,,23
Medium,3.56,213,10.55,68,243,32
Medium,3.99,175,11.15,70,250,32
Medium,2,22,1.49,58,176,24
Low,1.09,179,2.84,62,215,40
Low,1.21,268,13.98,89,38,-6
Medium,1.98,178,8.7,72,28,31
Medium,0.23,120,11.87,51,212,40
Medium,3.61,358,11.73,100,183,24
High,1.51,194,4.37,,229,30
Low,1.35,63,11.29,20,88,33
Medium,3.39,157,4.16,86,338,25
High,1.92,183,6.68,46,75,13
Low,1.44,54,2.69,16,198,24
Medium,0.78,189,2.51,21,99,1
Medium,2.14,63,12.51,61,241,24
Medium,0.47,112,2.86,30,133,-6
High,2.08,399,4.02,51,245,37
Low,1.5,280,13.55,84,184,23
High,3.28,36,4.09,17,142,23
Medium,1.87,180,6.14,65,245,24
High,1.39,323,13.57,51,339,38
High,0.73,40,1.18,34,181,15
Medium,2.53,161,13.1,62,206,24
Low,1.81,147,2.82,59,100,24
Low,2.46,347,14.35,58,293,-8
Medium,1.6,92,5.99,47,2,20
Low,1.86,135,3.93,17,85,-2
High,2.28,367,6.59,67,216,35
Low,0.37,65,2.27,22,36,14
Low,1.48,51,6.93,19,140,-6
Low,1.84,190,4.12,42,37,15
High,1.68,285,9.1,51,342,30
Low,2.16,3,1.2,30,108,1
Low,1.78,108,3.66,14,170,11
High,0.26,57,5.32,63,126,14
Low,0.12,67,6.52,45,146,2
Medium,0.66,153,6.67,19,9,8
Medium,3.85,127,13.47,41,45,22
Medium,0.68,205,11.45,89,320,23
High,1.8,244,7.31,67,215,
Medium,3.85,284,4.43,52,205,25
Medium,0.82,328,6.64,71,237,26
Low,0.33,126,7.43,52,74,1
Low,1.31,111,8.26,17,113,4
Low,1.93,306,2.76,50,180,18
Low,2.01,191,6.82,49,42,24
Low,0.7,106,4.79,14,1,17
High,3.02,18,4.79,29,87,-4
Low,1.63,82,7.09,48,169,-8
Medium,0.79,44,1.31,58,145,38
High,1.03,11,6.25,44,,21
Low,1.77,375,6.23,,128,23
Medium,3.84,314,5.07,82,225,20
High,0.17,245,6.18,30,127,-4
Medium,3.3,199,6.19,77,235,20
Low,0.05,137,7.82,25,57,3
Medium,1.4,354,7.39,36,321,28
Medium,1.98,125,11.77,36,172,-5
High,1.61,175,9.46,65,205,35
Medium,2.93,100,14.5,66,290,37
Medium,0.9,121,5.96,21,134,3
Low,2.11,224,6.75,83,359,40
Medium,3.73,248,2.15,54,304,26
High,1.75,160,5.86,44,,19
Medium,2.13,168,7.15,54,207,25
High,0.27,180,1.97,23,134,19
High,2.58,328,8.46,81,230,21
Medium,0.16,33,3.21,60,42,11
Medium,0,113,9.33,14,134,-1
Medium,1.35,182,2.16,28,33,2
High,0.66,55,5.32,36,126,-6
Medium,1.99,12,2.38,30,42,17
Low,,74,12.81,100,296,38
High,2.39,278,7.14,61,44,30
Medium,1.34,189,6.07,58,126,21
High,3.1,317,6.87,68,255,26
Low,1.33,218,9.53,89,186,9
High,1.97,273,9.66,63,189,
High,2.62,372,6.73,52,268,29
Medium,1.84,315,13.98,15,69,-5
Low,2.13,71,4.11,74,204,40
High,2.58,281,8.75,92,193,37
Medium,2.88,212,10.91,84,212,39
Medium,1.65,84,4.93,,97,5
Low,0.55,101,4.37,48,271,18
Medium,0.17,197,4.38,51,8,17
Low,2.46,239,14.69,36,205,21
Medium,1.24,124,7.14,52,110,6
Low,0.21,134,7.21,51,30,0
Low,3.34,210,13.16,52,330,26
Low,0.28,53,11.74,58,128,18
High,3.04,352,7.1,63,304,39
High,,102,9.2,67,210,33
Medium,1.23,364,8.17,29,195,-5
Medium,1.96,115,8.59,20,110,11
Low,1.32,171,14.37,67,327,26
Low,0.51,174,1.94,45,125,2
Low,0.89,178,14.2,54,262,25
High,2.23,270,10.32,70,351,21
Medium,0.1,121,5.88,59,140,3
Medium,3.53,373,11.07,94,285,-7
Low,0.28,48,6.76,43,136,-3
High,0.63,289,14.7,54,214,29
Medium,3.63,248,14.71,86,233,40
High,1.87,229,10.1,61,198,25
High,2.02,333,7.15,80,313,29
High,1.67,361,5.44,66,183,27
Medium,0.51,228,13.48,100,201,23
Medium,2.99,364,14.11,85,328,27
Low,1.83,17,1.05,48,120,-4
High,2.6,122,3.81,37,76,13
Medium,0.15,304,11.48,100,312,20
Low,0.24,79,6.73,14,40,-8
High,0.49,22,7.42,38,57,-4
Medium,3.98,17,4.8,52,228,38
Medium,1.59,317,12.63,83,291,22
Low,2.28,353,11.36,95,266,
Low,2.29,386,6.48,67,341,35
Low,0.71,3,5.36,16,198,24
High,1.95,115,1.88,39,262,-8
High,,343,13.89,52,353,36
Low,0.3,71,5.99,33,132,2
Low,1.52,102,5.34,41,13,23
Low,1.48,88,5.71,26,50,-4
Low,2.03,275,8.8,64,318,30
Low,0.96,184,0.11,56,198,0
Medium,3.41,164,5.96,80,311,38
Medium,2.11,94,4.56,73,215,22
Medium,1.58,220,5.97,90,278,22
Medium,3.79,222,8.05,60,277,39
Low,1.44,59,0.69,47,139,1
High,3.05,394,7.85,88,202,36
Low,0.04,165,5.09,24,62,16
Medium,0.59,400,6.5,98,275,23
High,3.18,359,0.61,53,298,36
High,1.49,91,4.33,59,291,7
Medium,0.48,103,0.41,16,198,37
Medium,1.39,366,0.23,25,4,21
Low,1.25,130,11.64,91,156,-5
High,,334,6.17,51,303,
Low,1.08,152,6.62,58,13,20
Medium,3.36,289,8.8,60,107,6
,3.79,353,6.14,67,243,34
Low,2.98,173,7.34,88,264,-7
High,3.23,156,10.31,59,332,40
Medium,2.29,65,5.38,70,183,18
Medium,0.79,40,0.38,27,105,-9
High,,192,5.57,84,233,33
High,1.59,335,7.1,69,183,29
Low,1.45,67,1.94,43,61,4
High,1.23,299,6.55,51,283,39
Low,1.57,96,5.98,45,224,-4
Medium,0.82,284,11.89,72,319,29
Low,3.75,127,5.76,27,50,-6
Medium,1.12,13,13,37,19,-8
Medium,0.97,140,10.76,71,17,30
Medium,1.63,213,11.03,58,336,30
Medium,,20,2.79,38,182,25
Low,2.17,369,10.48,67,331,33
,0.19,198,3.9,37,50,20
Low,0,117,0.03,38,54,11
Medium,1.22,322,8.36,18,350,-1
Low,1.73,310,9.47,48,42,17
Medium,2.16,188,6.79,68,272,29
Medium,1.63,96,1.6,44,1,5
Low,1.98,310,5.76,97,134,9
Low,1.42,7,1.24,32,148,19
Low,0.45,127,0.63,29,293,25
High,2.97,382,10.56,,270,30
Low,0.56,186,4.88,55,180,-10
,0.52,330,3.64,36,20,9
,1.82,180,5.64,54,2,12
Low,0.44,157,7.33,56,,3
High,2.65,2,5.37,51,324,33
High,1.28,301,6.12,73,359,34
High,3.69,362,5.97,65,256,36
Low,0.54,180,3.7,31,106,16
Low,0.65,176,14.34,50,326,-3
Medium,0.63,290,10.4,95,283,29
Low,0.7,295,8.22,30,69,2
Medium,1.52,164,2.35,58,50,21
Medium,1.74,162,2.47,27,58,
Medium,0.05,74,4.48,18,183,19
Medium,1.56,324,5.77,48,193,25
Medium,3.96,265,7,97,198,40
Medium,1.25,325,10.49,81,228,31
High,2.83,306,2.29,96,220,39
Medium,2.9,396,14.1,56,212,39
High,3.03,160,12.53,60,283,34
Low,1.85,140,1.06,59,130,32
Low,2.69,183,13.15,90,290,-4
Low,0.71,86,3.34,21,192,32
High,3.84,151,9.78,97,304,29
High,1.21,73,13.38,29,196,19
Medium,1.84,15,12.82,38,190,10
Medium,0.6,321,9.02,22,316,20
Medium,0.82,70,0.92,35,298,-10
Medium,0.98,7,0.36,47,112,11
High,1.35,172,1.01,26,65,21
High,3.91,120,8.99,57,336,30
Low,0.05,319,8.48,93,303,21
Medium,1.87,351,4.78,92,238,29
Medium,1.18,192,2.54,53,102,19
High,2.8,200,0.85,54,306,37
Medium,1.42,180,2.49,96,143,22
Medium,3.99,337,7.04,64,122,24
Medium,1.34,99,1.39,41,144,23
High,0.72,93,6.15,86,313,24
High,0.45,279,4.91,84,158,38
Medium,1.2,163,0.7,46,83,-10
Medium,1.03,140,5.62,24,80,25
Medium,2.66,140,4.42,53,318,37
Low,3.01,280,5.06,67,222,32
High,3.07,335,12.56,86,248,21
High,3.65,385,7.69,59,,20
Medium,3.6,287,2.59,82,260,32
Medium,0.79,298,4.14,29,31,17
High,3.36,282,4.61,86,344,
Medium,,155,4.32,43,130,20
Medium,1.94,356,6.87,77,355,11
Low,0.99,74,1.36,54,60,21
High,1.48,263,7.9,74,190,24
High,2.87,319,14.81,88,277,25
Medium,1.41,184,4.59,47,89,25
High,3.57,173,10.93,61,209,40
Medium,0.66,142,13.43,25,35,-6
Medium,2.75,308,8.44,54,312,23
Low,3.8,18,1.53,17,103,-9
Low,0.51,90,0.73,60,267,
Medium,0.67,332,12.4,31,198,5
Low,3.68,206,14.75,55,121,29
High,1.26,126,9.69,59,156,-1
Medium,1.4,369,7.24,85,304,28
Medium,1.76,288,1.42,14,177,24
High,2.36,395,7.21,79,270,38
Medium,0.29,3,3.2,45,184,0
,,169,4.83,35,129,33
Medium,1.21,190,9.34,40,243,22
Low,1.59,342,6.65,96,270,20
High,2.27,320,11.29,73,334,40
Medium,2.12,301,12.66,57,322,29
Medium,0.99,219,3.72,38,167,-4
Medium,2.41,257,12.81,57,260,29
High,3.45,348,3.37,23,304,32
Low,3.79,53,11.94,56,322,-8
,1.17,52,1.15,61,98,24
High,3.8,284,4.71,88,229,38
High,2.69,161,12.09,99,327,21
High,1.22,140,4.77,39,348,14
Medium,1.27,252,0.99,51,264,27
Medium,1.76,121,6.33,55,78,8
Low,1.31,162,6.84,53,96,24
High,1.81,77,5.06,41,93,2
Low,2.51,167,11.06,59,259,22
Low,0.82,113,11.16,21,320,16
High,3.21,117,1.76,28,8,17
Medium,0.77,194,1.97,,162,24
Low,3.15,369,10.21,86,314,4
High,3.34,339,6.15,93,185,33
Medium,3.09,396,4.21,87,348,27
Low,2.83,263,4.57,59,316,35
High,0.33,176,6.84,57,111,18
High,3.34,315,9.58,81,183,33
Medium,3.57,49,12.51,68,257,24
Medium,3.45,291,8.93,75,236,25
Low,1.75,138,4.63,42,359,24
Medium,3.56,207,5.61,96,59,19
Medium,2.42,298,2.45,60,289,36
Medium,,379,12.96,64,249,29
Medium,0.59,81,5.83,21,7,-5
Low,2.03,352,13.73,61,344,37
Medium,1.61,61,7.31,56,,-7
High,3.4,179,9.8,100,265,31
High,1.34,192,3.44,17,41,3
Medium,1.6,100,6.31,32,155,-7
Low,1.78,137,4.43,24,157,24
High,2.79,158,12.59,67,181,33
Low,2.05,153,11.14,94,225,22
Medium,0.23,386,2.63,59,91,-5
High,0.24,160,3.19,56,78,12
Medium,4,166,9.37,86,355,
High,3.66,179,9.73,79,290,37
Medium,0.2,189,0.65,20,8,
Low,0.52,168,4.8,59,193,-4
Medium,1.98,6,3.07,15,110,9
High,1.03,118,0.03,85,76,16
High,3.67,245,13.44,16,,20
Medium,0.46,75,0.07,45,87,34
Low,0.34,184,7.09,44,44,-6
Medium,0.8,193,4.51,39,182,31
Medium,3.67,313,12.58,56,318,23
Medium,3.87,303,8.2,62,303,40
Low,3.75,254,9.97,81,260,35
Low,3.92,176,1.86,47,114,21
Low,0.31,176,7.25,25,86,5
Medium,3.76,161,10.4,20,94,40
Low,2.59,274,4.67,70,360,31
Low,,218,4.35,82,304,23
Medium,2.43,197,10.66,53,239,21
Medium,2.57,364,5.77,65,272,38
Low,1.32,94,14.06,,131,35
Low,1.05,211,3.97,38,128,21
Medium,1.16,257,2.44,41,155,17
Medium,1.32,357,14.86,23,50,17
High,0.39,25,0.94,57,21,27
Medium,2.99,308,9.9,100,285,32
Medium,3.8,306,0.28,,230,37
High,0.74,101,8.21,49,196,16
Low,2,2,7.09,26,134,1
High,2.88,294,4.02,94,316,27
Medium,3.5,246,6.03,94,289,26
High,1.13,19,0.68,31,60,9
Medium,1.25,143,1.68,57,177,15
Medium,0.8,175,3.79,28,86,-10
Low,0.43,164,0.26,34,7,23
Low,0.69,64,6.93,48,190,-6
High,3.05,342,4.29,56,220,16
,1.55,318,14.63,77,299,23
Medium,3.25,47,14.98,29,173,30
Medium,1.5,259,5.83,72,299,25
Low,,34,4.26,,79,22
High,1.35,9,4.33,23,299,-10
Medium,1.51,339,14.06,52,234,34
High,2.78,298,10.7,89,181,38
Low,1.99,130,7.08,30,95,
Medium,0.76,115,12.79,60,10,14
Medium,1.78,183,5.96,24,83,-3
Medium,,375,13.3,65,342,20
High,1.14,249,8.1,93,181,35
High,0.51,393,10.39,81,253,35
Medium,1.99,263,8.64,86,202,25
Low,1.93,183,2.42,28,41,8
,3.28,397,9.79,89,20,
Low,3.78,239,3.28,93,243,26
Medium,0.88,270,1.12,98,58,30
High,1.54,71,14.35,41,243,37
High,2.16,385,8.05,65,289,28
Low,1.16,142,4.12,31,26,10
High,0.09,314,1.11,54,188,-9
High,2.13,311,4.29,93,163,27
Low,1.17,200,4.91,,158,1
High,2.46,212,9.95,81,339,23
High,3.4,288,11.37,98,234,24
Low,3.22,23,6.83,30,124,1
Medium,1.94,311,10.16,85,249,30
Low,0.81,230,11.56,55,76,40
,1.56,202,13.37,77,279,20
Low,3.84,237,6.32,,241,35
High,1.61,245,13.92,51,270,24
Low,1.94,3,4.47,60,72,15
High,1.05,183,0.78,47,103,-1
High,1.95,71,0.68,28,67,18
High,0.09,318,4.68,80,339,20
Medium,0.3,152,2.53,58,18,22
High,1.7,91,8.65,,245,22
High,3.48,181,10.84,91,246,35
Medium,1.75,216,4.63,57,236,30
Medium,2.12,153,4.78,86,272,37
Low,1.12,108,2.11,15,130,-10
Medium,1.02,131,2.63,27,21,8
Medium,1.41,325,2.2,59,60,20
Low,1.25,33,5.06,31,83,2
High,2.6,324,13.94,59,256,-7
Medium,2.93,364,12.63,54,199,21
High,3.45,36,6.03,57,50,8
High,2.41,173,5.58,82,299,38
Low,0.78,138,7.17,36,122,21
High,0.14,171,1.55,66,98,14
Medium,0.42,92,0.32,43,35,17
Medium,1.6,83,2.73,53,43,-7
Medium,1,229,0.49,56,281,13
Low,1.24,184,4.1,43,101,10
Low,1.34,108,8.12,58,341,-1
Medium,1.33,12,6.26,58,32,11
Low,1.86,113,0.16,54,90,-1
High,3.03,15,7.29,33,111,-7
Low,1.78,237,4.4,53,252,21
High,,142,14.97,28,10,-6
,1.87,76,1.97,15,195,10
Medium,1.02,290,4.63,60,320,-10
Low,2.9,169,6.09,15,201,23
High,1.69,54,4.73,,0,28
Low,1.97,42,4.48,23,120,4
Low,1.45,396,14.68,80,353,24
High,1.8,274,5.51,98,337,26
Low,0.25,233,6.07,40,85,19
High,3.57,197,4.48,,236,30
Low,2.44,280,4.92,99,,25
Medium,1.3,223,4.2,47,158,-4
Medium,0.31,77,8.24,17,82,-8
Low,1.1,342,1.57,29,199,-7
Low,0.26,11,0.59,39,124,24
Medium,1.95,294,10.42,85,293,39
Low,1.32,334,10.51,84,227,38
High,1.35,209,5.59,51,344,27
Low,0.52,114,1.62,15,16,-5
Low,1.46,164,5.35,76,231,40
Low,2.92,338,4.88,78,292,34
Low,1.58,149,5.6,56,19,-3
Medium,2.74,49,5.28,27,121,21
Low,,274,4.25,45,100,3
Medium,0.23,101,6.51,21,93,14
High,1.43,5,2.29,15,79,38
High,0.99,33,4.33,54,,24
High,2.62,332,11.27,54,132,31
Medium,1.25,160,5.28,60,155,-7
High,2.1,379,6.14,61,304,21
Medium,,189,6.65,100,238,28
Low,1.73,47,2.5,18,6,-5
Low,1.25,9,2.98,30,143,6
,1.43,354,4.19,66,201,37
Low,1.88,136,5.1,43,143,25
Medium,1.45,260,10.63,90,237,26
High,1.33,132,3.04,42,106,-10
High,2.36,181,8.82,64,87,35
,1.71,127,9.74,69,273,26
Low,0.16,132,5.81,50,180,9
Low,0.38,184,0.46,23,104,7
Low,2,121,4.92,28,29,20
High,1.61,206,4.96,76,230,20
High,1.6,304,0.3,22,125,0
Medium,1.27,362,8.22,76,183,21
Medium,0.78,371,7.01,55,72,11
High,0.79,149,5.36,23,90,25
Low,1.2,170,1.69,20,43,-9
Low,1.57,45,12.89,56,156,23
Medium,1.9,74,9.59,99,185,20
High,,244,9.89,100,301,34
Low,1.74,153,1.66,18,170,-4
Low,2.75,315,6.46,47,120,31
High,2.67,373,6.33,76,182,29
High,2.2,329,5.64,56,37,38
Low,3.2,228,14.01,59,253,25
Low,0.16,23,7.47,26,10,17
Medium,1.08,295,0.16,15,12,21
High,3.59,171,12.76,54,311,21
Medium,0.99,360,11.9,68,331,29
High,3.08,4,7.35,66,231,40
Low,3.1,63,4.68,54,244,24
Low,0.28,137,1.31,54,106,-4
High,1.64,295,13.24,100,353,31
High,3.46,157,13.44,53,256,15
Low,0.95,171,7.83,66,200,2
High,1.28,259,9.73,56,330,-9
High,3,263,8.62,74,323,34
Medium,0.22,153,6.96,43,54,-10
Low,3.01,397,1.01,68,26,6
Medium,2.58,34,14.92,40,187,22
Low,1.52,328,14.03,91,274,36
Low,2.73,352,10.76,95,99,0
High,2.78,175,11.48,52,270,26
Low,0.49,34,5.76,60,102,9
High,1.66,64,7.23,48,190,6
Medium,2.04,95,7.77,91,346,39
Low,0.84,194,5.73,33,5,1
Low,1.03,34,1.03,43,175,12
Low,0.21,36,0.11,34,149,8
Low,1.24,59,7.2,54,313,2
Medium,2.25,312,13.92,82,273,26
High,0.23,176,5.92,55,244,31
Medium,1.37,337,11.36,56,282,
Medium,0.78,147,5.39,54,65,21
Medium,3.41,100,0.78,20,182,2
Low,1.55,182,6.99,30,173,6
Low,0.76,179,5.09,31,63,21
Low,0.04,87,6.21,58,84,5
Medium,3.47,230,9.54,23,104,-2
High,1.68,139,6.33,27,86,21
High,1.42,376,13.43,94,265,33
Low,0.43,69,6.3,90,327,-3
High,1.56,332,9.94,91,183,22
Low,0.15,180,0.68,46,87,14
Low,3.38,86,14.5,85,261,22
Low,2.45,341,13.22,96,325,33
High,2.62,384,9.2,87,321,26
Low,0.75,346,0.49,54,33,23
High,2,90,12.34,57,294,23
Medium,1.66,126,0.63,22,159,-9
High,1.9,189,6.49,60,350,32
High,2.5,163,5.03,75,207,26
Low,1.82,22,5.69,37,186,7
,0.58,177,4.37,21,148,6
High,0.18,290,2.02,50,52,-9
High,1.86,160,2.36,53,192,36
Low,1.26,110,4.96,22,111,15
High,3.03,184,14.16,80,236,33
High,2.48,146,14.38,96,224,39
Medium,0.28,34,4.81,43,102,20
Medium,0.86,112,2.74,21,248,8
High,2.1,395,4.5,55,117,26
,1.44,77,5.15,26,53,-5
High,1.6,146,0.56,29,56,20
Medium,0.47,170,5.22,23,84,-1
Low,2.53,327,1.48,55,203,40
Medium,1.1,106,5.34,20,48,21
High,2.23,389,0.61,79,311,36
Low,0.13,38,6.53,86,166,19
,0.42,173,3.91,34,,9
Medium,1.98,29,3.01,36,95,13
High,1.42,3,7.95,16,152,20
Low,3.97,277,10.41,48,20,3
Low,1.82,123,1.76,56,67,25
Medium,2.19,394,13.85,94,305,32
Medium,1.05,179,0.55,60,19,11
Low,1.61,321,5.41,54,127,19
High,2.86,228,4.71,77,257,36
Medium,1.8,364,6.17,50,265,21
Medium,1.91,343,6.73,65,313,40
High,1.74,30,12.73,74,98,0
High,1.96,86,1.07,22,15,2
High,1.87,108,5.45,35,85,11
Medium,2.54,150,4.98,84,22,10
High,2.77,354,9.52,58,303,40
Medium,2.77,369,10.79,57,,39
Medium,0.23,314,4.03,17,263,33
Low,0.95,338,5.75,34,187,13
High,1.77,148,2.35,39,108,-9
,1.64,30,7.07,50,18,19
Medium,3.41,208,8.2,60,228,33
Medium,1.17,129,5.86,19,141,-7
Medium,1.78,29,7.13,67,193,4
Low,1.15,46,6.71,60,75,-3
Low,1.48,173,7.42,58,100,-10
Low,1.68,380,1.71,19,198,12
Low,0.12,24,3.86,57,154,16
Low,0.07,23,5.18,56,149,9
Medium,0.67,73,0.55,16,332,-6
Low,3.05,256,5.72,54,340,24
Low,3.39,185,6.81,36,40,-5
Medium,1.72,238,11.75,68,208,24
Low,1.48,79,5.23,16,106,25
Medium,0.47,163,7.48,59,,4
Low,1.64,58,7.13,50,67,2
Medium,0.76,25,2.98,39,33,1
Low,1.64,132,0.61,59,117,16
Medium,1.56,151,3.98,22,173,13
Medium,3.34,62,4.89,54,202,20
Medium,1.71,177,8.53,62,194,23
Low,4,365,4.72,62,255,33
High,1.87,161,9.8,87,314,19
Medium,3.3,195,3.04,80,266,21
Low,1.17,101,4.67,78,181,21
High,0.42,187,3.28,50,4,22
Low,1.15,132,4.4,53,152,36
Low,1.1,199,10.08,51,58,19
Medium,0.98,101,4.35,55,36,13
Medium,,351,5.63,51,332,22
Medium,0.3,166,1.52,35,177,4
Low,0.49,93,1.32,79,168,-3
Medium,1.16,180,7.27,16,44,37
,2,324,5.3,61,24,21
High,2.19,170,6.06,58,174,24
High,1.23,183,10.74,52,151,31
Low,0.01,119,0.47,38,187,25
High,1.57,357,4.3,51,307,36
Medium,2.94,391,14.93,57,18,
Medium,2.14,171,3.55,26,149,7
Low,1.28,332,4.62,39,230,9
Low,1.5,52,5.4,,291,-5
Low,3.68,217,13.64,88,182,22
High,,174,13.47,29,41,-10
High,1.95,377,7.61,94,266,19
High,1.88,312,14.82,28,327,4
,3.18,166,1.18,39,169,18
High,3.74,320,4.36,68,187,26
High,2.84,276,14.03,71,222,22
Medium,0.51,170,0.19,51,189,1
Low,0.56,12,6.83,51,127,3
Medium,1.1,65,2.27,53,352,-3
Medium,3.76,35,1.05,82,88,36
Low,2.66,159,6.66,68,275,21
Low,0.55,60,3.96,48,7,-1
High,3.68,150,14.18,62,319,33
High,1.32,112,9.64,78,199,20
,0.88,161,7.06,96,167,14
,1.52,191,1.8,23,162,12
Medium,2.48,136,1.2,44,297,
,1.94,171,1.7,51,139,-2
Medium,2.52,112,2.5,62,203,34
Low,0.48,326,0.3,14,8,13
Low,0.5,69,6.48,31,128,22
Low,3.21,372,6.57,66,279,22
Low,0.96,194,2.04,26,144,1
Medium,1.17,270,5.57,58,199,36
High,3.76,357,6.42,100,183,15
High,1.9,364,14.36,27,41,11
Low,2.93,229,4.04,67,208,-10
Low,1.31,370,12.36,78,255,28
Low,1.99,157,7.35,21,34,-9
High,2.81,166,0.78,53,341,32
High,,185,14.92,82,267,
Low,0.4,177,10.02,51,24,8
Medium,0.47,124,6.19,41,197,25
Low,0.28,306,12.69,49,67,11
Low,0.44,35,1.2,58,,12
High,3.21,328,8.22,97,252,27
Medium,1.76,279,6.2,97,232,25
Medium,0.62,167,2.47,51,13,-10
Medium,0.18,191,3.67,16,167,14
Medium,0.24,325,1.38,24,137,20
Medium,3.57,291,6.26,90,353,30
Low,0.31,83,5.41,63,187,24
Medium,0.57,205,3.42,98,265,21
Low,0.45,5,7.42,55,97,13
Low,3.63,96,7.63,100,309,-4
Medium,1.26,29,5.61,47,129,8
High,0.47,55,12.26,50,288,20
Medium,1.38,123,2.9,31,33,24
Medium,1.84,63,6.5,39,72,1
High,0.1,171,3.07,26,85,8
Low,1.81,133,6.12,31,17,0
Low,1.78,47,10.36,16,157,20
Low,3.67,20,4.61,63,266,37
Medium,1.09,200,3.09,48,125,5
Medium,2.6,154,5.36,77,303,35
Low,3.96,328,13.67,73,340,35
High,1.74,156,6.57,97,261,34
Low,0.88,46,14.91,69,305,30
Medium,,275,8.76,65,328,29
Medium,1.03,347,3.13,50,19,-4
Medium,,129,1.95,100,171,19
Low,0,77,12.72,35,36,20
Medium,0.02,175,2.92,26,42,6
Medium,1.72,188,5.93,33,50,29
Low,0.4,348,1.82,59,192,5
Low,2,77,14.48,66,355,40
High,3.06,191,8.86,77,353,22
High,0.42,137,5.39,51,307,-10
Medium,2.82,295,7.87,,144,29
Low,1.04,110,6.91,43,97,19
High,1.18,266,14.15,26,45,10
High,1.7,158,0.96,14,161,25
High,1.33,198,7.1,72,273,33
High,2.6,196,4.07,86,166,33
High,0.27,177,5,33,82,21
Low,2.91,396,9.02,70,333,20
High,2.36,168,6.01,53,6,15
High,2.61,184,12.27,80,242,28
Medium,3.49,326,10.49,72,230,27
High,1.5,317,13.52,85,335,20
Medium,0.07,74,1.17,80,275,-7
Medium,3.92,218,6.99,57,232,22
High,1.12,11,6.01,18,194,-8
Low,1.74,147,2.97,53,37,-5
Medium,1.5,139,0.19,31,199,-9
High,2.05,158,12.7,95,333,34
Low,1.26,20,5.62,26,23,9
Low,0.67,371,6.67,85,201,24
Low,0.17,19,4.52,25,77,21
Low,1.68,181,3.23,22,36,23
High,3.96,320,5.48,59,228,27
Low,0.77,210,3.39,39,124,
High,2.34,212,10.88,45,238,-6
Low,1.92,85,6.72,57,63,-2
Medium,2.15,125,5,39,139,5
Medium,3.72,178,4.14,92,207,30
High,1.82,167,4.2,48,91,
Low,,65,3.98,98,63,5
High,2.23,241,13.53,68,228,35
High,2.85,146,2.01,25,161,24
High,1.61,258,3.42,59,182,13
High,0.02,171,1.6,46,114,28
High,0.28,355,6.13,87,221,32
High,3.19,187,11.84,65,264,39
Medium,0.17,163,7.14,29,124,1
Medium,1.97,99,7.41,16,108,10
Medium,0.81,192,14.63,73,225,20
Low,2.03,236,14.79,76,331,32
Low,2.13,109,7.04,50,276,35
Medium,3.82,197,12.18,48,226,28
Medium,,232,7.06,58,294,27
Medium,2.46,373,6.59,60,232,22
High,2.12,10,5.76,95,221,22
Low,3.44,8,12.7,78,317,21
High,2.85,323,13.07,94,291,27
Medium,2.11,156,5.1,64,280,28
Low,1.21,75,0.01,50,85,-1
Medium,2.66,96,1.75,78,98,23
Medium,,5,8.7,37,46,2
High,0.33,85,4.84,46,71,0
Medium,0.69,59,0.13,52,31,5
Low,0.34,157,5.41,79,266,24
High,0.76,180,2.85,31,92,37
High,2.34,306,7.94,52,263,20
Low,1.25,1,5.55,41,170,14
High,0.66,380,3.34,31,174,10
High,1.55,185,3.38,57,102,4
Low,0.49,163,4.29,44,170,-6
,1.4,60,4.29,45,142,28
Low,1.5,395,7.6,64,216,38
Medium,2.28,136,12.26,15,55,12
High,1.42,112,1.63,27,120,13
Low,1.52,241,1.54,52,172,11
Medium,3.23,258,4.65,97,291,-5
High,2.24,176,14.8,,88,-6
Low,1.88,65,2.77,48,94,
Medium,0.6,120,2.8,51,127,15
,3.24,172,12.41,98,276,37
Low,1.05,102,4.63,25,133,17
Low,,337,1.88,71,168,-8
Medium,3.64,106,5.79,15,91,4
High,0.66,23,3.22,100,119,5
High,3.39,3,2.67,57,264,9
Medium,1.97,178,10.65,22,23,-6
High,0.78,140,13.88,50,224,20
High,0.6,318,7.32,46,196,7
High,1.84,274,14.39,81,124,4
High,2.04,287,7.13,67,242,28
Low,2.97,53,4.32,26,227,27
Low,1.62,153,4.58,93,94,6
High,0.72,9,11.98,55,238,24
High,0.94,57,7.33,59,138,10
High,2.37,379,13.47,70,188,32
Low,3.57,161,1.57,15,51,19
Low,1.41,82,5.67,45,197,33
High,2.8,94,14.07,66,265,34
Medium,0,115,0.36,43,154,6
Low,1.86,265,2.88,48,32,3
Medium,0.41,86,3.73,29,63,7
Low,,192,13.27,36,191,35
Medium,1.35,79,5.19,,316,22
Medium,0.59,25,5.96,29,130,-4
Medium,3.6,231,6.26,90,357,
High,1.52,255,0.44,67,44,6
Low,1.6,82,4.6,56,166,25
Medium,0.17,298,7.85,90,,30
Medium,1.8,304,10.92,87,223,40
High,1.32,140,10.49,21,77,15
